row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image,available,reason,image_sha256
gt-diagnostic-v2::rk2_gt::synth_0020::seed_000,synth_0020,0,rk2_gt,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0020/seed_000/img_0.jpg,True,,ca7e6d291fc123ecfcdfac7f680f02d153b090801a3db66b29325098645b157f
gt-diagnostic-v2::rk2_n15_auto::synth_0020::seed_000,synth_0020,0,rk2_n15_auto,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0020/seed_000/img_0.jpg,True,,b7aa654b67304f1ae6f63472757bf93aff9ae7046798eda58b4c0d230b6d8cbc
gt-diagnostic-v2::rk2_n15_gt::synth_0020::seed_000,synth_0020,0,rk2_n15_gt,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0020/seed_000/img_0.jpg,True,,c97b7d21363289704060a0cb4c6dfc545500b80528b62f9f9f129fc80459bb9c
gt-diagnostic-v2::endpoint_auto::synth_0021::seed_000,synth_0021,0,endpoint_auto,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0021/seed_000/img_0.jpg,True,,78c086324aa1fe7b0a4aa1921ec887d1f5d0eb0714bd0e4389fe60aea25cd338
gt-diagnostic-v2::endpoint_gt::synth_0021::seed_000,synth_0021,0,endpoint_gt,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0021/seed_000/img_0.jpg,True,,a0bf63222fb1c3c33b99261d3f79901b20cea8ee1bc5ad3d160e7d06bb118304
gt-diagnostic-v2::rk2_auto::synth_0021::seed_000,synth_0021,0,rk2_auto,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0021/seed_000/img_0.jpg,True,,75c204a730b4df8b248d3dc04b4d1f036d02cc0ce119a4b46ede2bc9b50c7d22
gt-diagnostic-v2::rk2_gt::synth_0021::seed_000,synth_0021,0,rk2_gt,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0021/seed_000/img_0.jpg,True,,b425c1ad9ce0c89f3964d1e56305a85a0d72a6fd40c721a255891c18484c39dd
gt-diagnostic-v2::rk2_n15_auto::synth_0021::seed_000,synth_0021,0,rk2_n15_auto,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0021/seed_000/img_0.jpg,True,,bbf51c83422dde7574fcf981a72a298d4a67afe3898b19aa0ef73f835c1924b6
gt-diagnostic-v2::rk2_n15_gt::synth_0021::seed_000,synth_0021,0,rk2_n15_gt,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0021/seed_000/img_0.jpg,True,,faecc23d52a2549a59b1972f1a42e7e8537f692f06cc38ea0317d0d4a1c53c37
gt-diagnostic-v2::endpoint_auto::synth_0022::seed_000,synth_0022,0,endpoint_auto,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0022/seed_000/img_0.jpg,True,,3f975d89c6476c1914435f22d285b7c6cf639efbe58e66ad3195ddedd22ff62c
gt-diagnostic-v2::endpoint_gt::synth_0022::seed_000,synth_0022,0,endpoint_gt,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0022/seed_000/img_0.jpg,True,,fe4be7517310fbb9c30a3b3875cafcd4a4df0b5ea5b7c10de8360c63a45d4753
gt-diagnostic-v2::rk2_auto::synth_0022::seed_000,synth_0022,0,rk2_auto,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0022/seed_000/img_0.jpg,True,,7175f4f668c7ab1f9a4c4a747aaf17dc830e469659d0716659e819dc4cfd6542
gt-diagnostic-v2::rk2_gt::synth_0022::seed_000,synth_0022,0,rk2_gt,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0022/seed_000/img_0.jpg,True,,2518d7a0c63c6998b667a07895be1cfe1667a75e895273da061fc36f5d125f0f
gt-diagnostic-v2::rk2_n15_auto::synth_0022::seed_000,synth_0022,0,rk2_n15_auto,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0022/seed_000/img_0.jpg,True,,c515aadff6661953503cc5ceb9690f6d081ace3a6ce6d2eecda2c648a69252ff
gt-diagnostic-v2::rk2_n15_gt::synth_0022::seed_000,synth_0022,0,rk2_n15_gt,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0022/seed_000/img_0.jpg,True,,944fd28759c75c2cd090d91808c2d1879b4255133f1d15458e0d76344fbbb4c5
gt-diagnostic-v2::endpoint_auto::synth_0023::seed_000,synth_0023,0,endpoint_auto,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0023/seed_000/img_0.jpg,True,,d9dd3b675f4bfbf8efd762c218bfc90c61b248d362443ebab169b8c679a52e30
gt-diagnostic-v2::endpoint_gt::synth_0023::seed_000,synth_0023,0,endpoint_gt,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0023/seed_000/img_0.jpg,True,,a41e21511027d9dd548553ae3f6074401748c6245a1d109013688b5c45e3ffb2
gt-diagnostic-v2::rk2_auto::synth_0023::seed_000,synth_0023,0,rk2_auto,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0023/seed_000/img_0.jpg,True,,369ad27a02a7a637f97347d375a49a2d20de98a79d71424c53b1f327d66b4803
gt-diagnostic-v2::rk2_gt::synth_0023::seed_000,synth_0023,0,rk2_gt,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0023/seed_000/img_0.jpg,True,,541b5bcf59cfafdd863a49318993ebf453bd51549e33d520ecfae2407b68848e
gt-diagnostic-v2::rk2_n15_auto::synth_0023::seed_000,synth_0023,0,rk2_n15_auto,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0023/seed_000/img_0.jpg,True,,ff2f2374c373d19f4b96c2984747fc6746de0a9b87e8d1d190285296b0a746f9
gt-diagnostic-v2::rk2_n15_gt::synth_0023::seed_000,synth_0023,0,rk2_n15_gt,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0023/seed_000/img_0.jpg,True,,4c6002b892695a95eb8d932c4015d96f499255d82fe1952e30d1cb5a711f4b64
gt-diagnostic-v2::endpoint_auto::synth_0024::seed_000,synth_0024,0,endpoint_auto,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0024/seed_000/img_0.jpg,True,,002c031c82c112dde543cfd7d008c284437e70599b37cb0de13d6c408cc4081b
gt-diagnostic-v2::endpoint_gt::synth_0024::seed_000,synth_0024,0,endpoint_gt,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0024/seed_000/img_0.jpg,True,,ae77a3f807d2e1deee34356f0a50b3879abd2549b8dfaa0d177893fc39db16f4
gt-diagnostic-v2::rk2_auto::synth_0024::seed_000,synth_0024,0,rk2_auto,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0024/seed_000/img_0.jpg,True,,7e5813e9923586268372128c855277ca80d0b5ee06444028eea7e747d719c7ec
gt-diagnostic-v2::rk2_gt::synth_0024::seed_000,synth_0024,0,rk2_gt,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0024/seed_000/img_0.jpg,True,,9d192821f9be1e344f73211a29c3f30cdcfd7ba44462e72cbccf7659c29d4043
gt-diagnostic-v2::rk2_n15_auto::synth_0024::seed_000,synth_0024,0,rk2_n15_auto,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0024/seed_000/img_0.jpg,True,,7e614a99eb4f1296bcd5e016a013957926dece6d9bf9a9a5208ff713f026aade
gt-diagnostic-v2::rk2_n15_gt::synth_0024::seed_000,synth_0024,0,rk2_n15_gt,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0024/seed_000/img_0.jpg,True,,54dc661264e9a67e5a0eb59f8335433ebab749a1e359b38523f1dcb38279a493
gt-diagnostic-v2::endpoint_auto::synth_0025::seed_000,synth_0025,0,endpoint_auto,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0025/seed_000/img_0.jpg,True,,64fc377e5ab0adc30352a6e6039c78c58d9e2e4900735f260b8095af61828742
gt-diagnostic-v2::endpoint_gt::synth_0025::seed_000,synth_0025,0,endpoint_gt,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0025/seed_000/img_0.jpg,True,,dbf432c24cd606be529d009ef65ce5815445c53e48c1ba81dcdb15408541ee0b
gt-diagnostic-v2::rk2_auto::synth_0025::seed_000,synth_0025,0,rk2_auto,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0025/seed_000/img_0.jpg,True,,9e7bf5358aa9378681b9b23bee03abea66553b9a15affaf1a89035f634c3ccc7
gt-diagnostic-v2::rk2_gt::synth_0025::seed_000,synth_0025,0,rk2_gt,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0025/seed_000/img_0.jpg,True,,85971ec7d9602113bc22603bf44a481c16065b78a70812fbd72206583a35a707
gt-diagnostic-v2::rk2_n15_auto::synth_0025::seed_000,synth_0025,0,rk2_n15_auto,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0025/seed_000/img_0.jpg,True,,c7ae0dbb6b57e2a5964021ee5c0a326b3a06fd556e59e109d0cfa7a5036e7795
gt-diagnostic-v2::rk2_n15_gt::synth_0025::seed_000,synth_0025,0,rk2_n15_gt,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0025/seed_000/img_0.jpg,True,,f08362727683ea5f50a059554633419d0f71cb3625ba4fb70e0d6f6b8ed25f55
gt-diagnostic-v2::endpoint_auto::synth_0026::seed_000,synth_0026,0,endpoint_auto,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0026/seed_000/img_0.jpg,True,,05efe80372b07745ae794674ba2a50fa974dfa7705304ca8465d4690a1876c18
gt-diagnostic-v2::endpoint_gt::synth_0026::seed_000,synth_0026,0,endpoint_gt,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0026/seed_000/img_0.jpg,True,,5c06ba1e323c6fce67be82337e3b198b87f709485025644f50348e9c9331e4f7
gt-diagnostic-v2::rk2_auto::synth_0026::seed_000,synth_0026,0,rk2_auto,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0026/seed_000/img_0.jpg,True,,f1af3de5c19cd949d715f7657f725f769219833b9abc39a698a808435d79a515
gt-diagnostic-v2::rk2_gt::synth_0026::seed_000,synth_0026,0,rk2_gt,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0026/seed_000/img_0.jpg,True,,8018f90134e4802931445c89316a0b64a0ead10143cb6fbba721c7b07a9e8bfe
gt-diagnostic-v2::rk2_n15_auto::synth_0026::seed_000,synth_0026,0,rk2_n15_auto,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0026/seed_000/img_0.jpg,True,,db51e0a551b9a8978da1b84c53f161244cd48ac392ea8d62762aa2545273482a
gt-diagnostic-v2::rk2_n15_gt::synth_0026::seed_000,synth_0026,0,rk2_n15_gt,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0026/seed_000/img_0.jpg,True,,5c88072254c90f8980feb9e2938412ecb7c60833773febcff19d94fe6567d4c0
gt-diagnostic-v2::endpoint_auto::synth_0027::seed_000,synth_0027,0,endpoint_auto,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0027/seed_000/img_0.jpg,True,,fbef9afbcab16a31ea7db07ec86ff72167057156678932b1c3928b2d69b0e1fd
gt-diagnostic-v2::endpoint_gt::synth_0027::seed_000,synth_0027,0,endpoint_gt,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0027/seed_000/img_0.jpg,True,,066ff1de0e529896d1eb491c91b8cd4de47ea114247259a6f344daf8bf22b57a
gt-diagnostic-v2::rk2_auto::synth_0027::seed_000,synth_0027,0,rk2_auto,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0027/seed_000/img_0.jpg,True,,379fac52db743455c50e2d369a9cd5f180123cc31f21bf5b1cf43259a2f45fa5
gt-diagnostic-v2::rk2_gt::synth_0027::seed_000,synth_0027,0,rk2_gt,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0027/seed_000/img_0.jpg,True,,b3fcbbb6599b66bd0fb5f997c745685fb18b0636b1ac518d2f8703a1629fe010
gt-diagnostic-v2::rk2_n15_auto::synth_0027::seed_000,synth_0027,0,rk2_n15_auto,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0027/seed_000/img_0.jpg,True,,f69a8bbfc8a6ead6934a1a0541d9ce8c95031c33842a0e250b6e744ebcdc2332
gt-diagnostic-v2::rk2_n15_gt::synth_0027::seed_000,synth_0027,0,rk2_n15_gt,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0027/seed_000/img_0.jpg,True,,7a93849069c6ae977b4169ec86c8d18d3fda575732919caf4ae2809803babbd4
gt-diagnostic-v2::endpoint_auto::synth_0028::seed_000,synth_0028,0,endpoint_auto,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0028/seed_000/img_0.jpg,True,,240d02991ef6196c5e72622bb5b4e921c153db54711235c745c0c674c556fbd7
gt-diagnostic-v2::endpoint_gt::synth_0028::seed_000,synth_0028,0,endpoint_gt,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0028/seed_000/img_0.jpg,True,,4f6c581fe60ae348f17007866570df04582fd4b867262003a75147974cd486aa
gt-diagnostic-v2::rk2_auto::synth_0028::seed_000,synth_0028,0,rk2_auto,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0028/seed_000/img_0.jpg,True,,c1b1764ea1f948674db246ae4b4780167392aeb0a7e8584e95cb3307cf9831a4
gt-diagnostic-v2::rk2_gt::synth_0028::seed_000,synth_0028,0,rk2_gt,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0028/seed_000/img_0.jpg,True,,b8c95e82052fc3e9d35c7cbd4830dd8b002d62f2a35e51a80bef8df8ff46f6a0
gt-diagnostic-v2::rk2_n15_auto::synth_0028::seed_000,synth_0028,0,rk2_n15_auto,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0028/seed_000/img_0.jpg,True,,6c24bc5287dab452a6288579ae3a06dde35b3194c2a4c56a2990ca851720c049
gt-diagnostic-v2::rk2_n15_gt::synth_0028::seed_000,synth_0028,0,rk2_n15_gt,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0028/seed_000/img_0.jpg,True,,149354082fbfeda1728724a22d89def4a07188d8bcff12b473b56b61c93da0c4
gt-diagnostic-v2::endpoint_auto::synth_0029::seed_000,synth_0029,0,endpoint_auto,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0029/seed_000/img_0.jpg,True,,9888ab9ccab6ffd741716f999665e9ecc45f4a9607337999173ec083c2bd063c
gt-diagnostic-v2::endpoint_gt::synth_0029::seed_000,synth_0029,0,endpoint_gt,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0029/seed_000/img_0.jpg,True,,5a3d20215ba3d703632fd8dbdd7b5bbcb49cca23e1b0ac9c0eaf1a873dcc2c0b
gt-diagnostic-v2::rk2_auto::synth_0029::seed_000,synth_0029,0,rk2_auto,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0029/seed_000/img_0.jpg,True,,25011f7d449388bb7543c2250d7c7b1ec9989e8391ebe7ab8740286427df6c87
gt-diagnostic-v2::rk2_gt::synth_0029::seed_000,synth_0029,0,rk2_gt,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0029/seed_000/img_0.jpg,True,,462a79e6fb00434f748abde86a7d3ad064d2ff4dcf536669eb2ca615e79ade49
gt-diagnostic-v2::rk2_n15_auto::synth_0029::seed_000,synth_0029,0,rk2_n15_auto,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0029/seed_000/img_0.jpg,True,,ff6e41859dd9585414969f571ac6d57dec214142d45f9705628a1e60136eda63
gt-diagnostic-v2::rk2_n15_gt::synth_0029::seed_000,synth_0029,0,rk2_n15_gt,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0029/seed_000/img_0.jpg,True,,5f1e10596ce96ed2e1289951792d3537099ad4f85b841eb53b0e67c1376e8518
gt-diagnostic-v2::endpoint_auto::synth_0030::seed_000,synth_0030,0,endpoint_auto,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0030/seed_000/img_0.jpg,True,,fdcc88464fdc7727bb87eb96bd774b09fa60307fcfc0bddac2466f43afd677ac
gt-diagnostic-v2::endpoint_gt::synth_0030::seed_000,synth_0030,0,endpoint_gt,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0030/seed_000/img_0.jpg,True,,57bdcf133ee2894cafb82286090f3641267a57421472c016c91c833fbac187b4
gt-diagnostic-v2::rk2_auto::synth_0030::seed_000,synth_0030,0,rk2_auto,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0030/seed_000/img_0.jpg,True,,b6f6c8ea983450715f8eeeaab98d2ee2223d0ebfd8fd35ad765dacf78a12a0a6
