row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image
gt-diagnostic-v1::endpoint_auto::synth_0039::seed_000,synth_0039,0,endpoint_auto,head,unicorn,small,expansion,A cow at a house,A cow with unicorn head at a house,core/data/partedit_subset/cases/synth_0039/source.png,core/data/partedit_subset/cases/synth_0039/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0039/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0039::seed_000,synth_0039,0,endpoint_gt,head,unicorn,small,expansion,A cow at a house,A cow with unicorn head at a house,core/data/partedit_subset/cases/synth_0039/source.png,core/data/partedit_subset/cases/synth_0039/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0039/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0039::seed_000,synth_0039,0,rk2_auto,head,unicorn,small,expansion,A cow at a house,A cow with unicorn head at a house,core/data/partedit_subset/cases/synth_0039/source.png,core/data/partedit_subset/cases/synth_0039/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0039/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0039::seed_000,synth_0039,0,rk2_gt,head,unicorn,small,expansion,A cow at a house,A cow with unicorn head at a house,core/data/partedit_subset/cases/synth_0039/source.png,core/data/partedit_subset/cases/synth_0039/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0039/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0040::seed_000,synth_0040,0,endpoint_auto,head,tiger,small,comparable,A bear at a pool,A bear with tiger head at a pool,core/data/partedit_subset/cases/synth_0040/source.png,core/data/partedit_subset/cases/synth_0040/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0040/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0040::seed_000,synth_0040,0,endpoint_gt,head,tiger,small,comparable,A bear at a pool,A bear with tiger head at a pool,core/data/partedit_subset/cases/synth_0040/source.png,core/data/partedit_subset/cases/synth_0040/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0040/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0040::seed_000,synth_0040,0,rk2_auto,head,tiger,small,comparable,A bear at a pool,A bear with tiger head at a pool,core/data/partedit_subset/cases/synth_0040/source.png,core/data/partedit_subset/cases/synth_0040/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0040/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0040::seed_000,synth_0040,0,rk2_gt,head,tiger,small,comparable,A bear at a pool,A bear with tiger head at a pool,core/data/partedit_subset/cases/synth_0040/source.png,core/data/partedit_subset/cases/synth_0040/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0040/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0041::seed_000,synth_0041,0,endpoint_auto,head,panda,medium,expansion,A cat at a mountain,A cat with panda head at a mountain,core/data/partedit_subset/cases/synth_0041/source.png,core/data/partedit_subset/cases/synth_0041/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0041/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0041::seed_000,synth_0041,0,endpoint_gt,head,panda,medium,expansion,A cat at a mountain,A cat with panda head at a mountain,core/data/partedit_subset/cases/synth_0041/source.png,core/data/partedit_subset/cases/synth_0041/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0041/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0041::seed_000,synth_0041,0,rk2_auto,head,panda,medium,expansion,A cat at a mountain,A cat with panda head at a mountain,core/data/partedit_subset/cases/synth_0041/source.png,core/data/partedit_subset/cases/synth_0041/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0041/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0041::seed_000,synth_0041,0,rk2_gt,head,panda,medium,expansion,A cat at a mountain,A cat with panda head at a mountain,core/data/partedit_subset/cases/synth_0041/source.png,core/data/partedit_subset/cases/synth_0041/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0041/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0042::seed_000,synth_0042,0,endpoint_auto,head,cheetah,medium,comparable,A panda at a school,A panda with cheetah head at a school,core/data/partedit_subset/cases/synth_0042/source.png,core/data/partedit_subset/cases/synth_0042/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0042/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0042::seed_000,synth_0042,0,endpoint_gt,head,cheetah,medium,comparable,A panda at a school,A panda with cheetah head at a school,core/data/partedit_subset/cases/synth_0042/source.png,core/data/partedit_subset/cases/synth_0042/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0042/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0042::seed_000,synth_0042,0,rk2_auto,head,cheetah,medium,comparable,A panda at a school,A panda with cheetah head at a school,core/data/partedit_subset/cases/synth_0042/source.png,core/data/partedit_subset/cases/synth_0042/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0042/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0042::seed_000,synth_0042,0,rk2_gt,head,cheetah,medium,comparable,A panda at a school,A panda with cheetah head at a school,core/data/partedit_subset/cases/synth_0042/source.png,core/data/partedit_subset/cases/synth_0042/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0042/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0043::seed_000,synth_0043,0,endpoint_auto,head,dragon,small,expansion,A bear at a jungle,A bear with dragon head at a jungle,core/data/partedit_subset/cases/synth_0043/source.png,core/data/partedit_subset/cases/synth_0043/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0043/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0043::seed_000,synth_0043,0,endpoint_gt,head,dragon,small,expansion,A bear at a jungle,A bear with dragon head at a jungle,core/data/partedit_subset/cases/synth_0043/source.png,core/data/partedit_subset/cases/synth_0043/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0043/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0043::seed_000,synth_0043,0,rk2_auto,head,dragon,small,expansion,A bear at a jungle,A bear with dragon head at a jungle,core/data/partedit_subset/cases/synth_0043/source.png,core/data/partedit_subset/cases/synth_0043/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0043/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0043::seed_000,synth_0043,0,rk2_gt,head,dragon,small,expansion,A bear at a jungle,A bear with dragon head at a jungle,core/data/partedit_subset/cases/synth_0043/source.png,core/data/partedit_subset/cases/synth_0043/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0043/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0044::seed_000,synth_0044,0,endpoint_auto,head,lion,large,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0044/source.png,core/data/partedit_subset/cases/synth_0044/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0044/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0044::seed_000,synth_0044,0,endpoint_gt,head,lion,large,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0044/source.png,core/data/partedit_subset/cases/synth_0044/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0044/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0044::seed_000,synth_0044,0,rk2_auto,head,lion,large,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0044/source.png,core/data/partedit_subset/cases/synth_0044/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0044/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0044::seed_000,synth_0044,0,rk2_gt,head,lion,large,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0044/source.png,core/data/partedit_subset/cases/synth_0044/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0044/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0045::seed_000,synth_0045,0,endpoint_auto,head,panda,medium,expansion,A dog at a store,A dog with panda head at a store,core/data/partedit_subset/cases/synth_0045/source.png,core/data/partedit_subset/cases/synth_0045/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0045/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0045::seed_000,synth_0045,0,endpoint_gt,head,panda,medium,expansion,A dog at a store,A dog with panda head at a store,core/data/partedit_subset/cases/synth_0045/source.png,core/data/partedit_subset/cases/synth_0045/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0045/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0045::seed_000,synth_0045,0,rk2_auto,head,panda,medium,expansion,A dog at a store,A dog with panda head at a store,core/data/partedit_subset/cases/synth_0045/source.png,core/data/partedit_subset/cases/synth_0045/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0045/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0045::seed_000,synth_0045,0,rk2_gt,head,panda,medium,expansion,A dog at a store,A dog with panda head at a store,core/data/partedit_subset/cases/synth_0045/source.png,core/data/partedit_subset/cases/synth_0045/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0045/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0046::seed_000,synth_0046,0,endpoint_auto,car body,armored,large,comparable,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,core/data/partedit_subset/cases/synth_0046/source.png,core/data/partedit_subset/cases/synth_0046/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0046/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0046::seed_000,synth_0046,0,endpoint_gt,car body,armored,large,comparable,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,core/data/partedit_subset/cases/synth_0046/source.png,core/data/partedit_subset/cases/synth_0046/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0046/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0046::seed_000,synth_0046,0,rk2_auto,car body,armored,large,comparable,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,core/data/partedit_subset/cases/synth_0046/source.png,core/data/partedit_subset/cases/synth_0046/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0046/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0046::seed_000,synth_0046,0,rk2_gt,car body,armored,large,comparable,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,core/data/partedit_subset/cases/synth_0046/source.png,core/data/partedit_subset/cases/synth_0046/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0046/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0047::seed_000,synth_0047,0,endpoint_auto,car body,futuristic,large,comparable,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,core/data/partedit_subset/cases/synth_0047/source.png,core/data/partedit_subset/cases/synth_0047/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0047/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0047::seed_000,synth_0047,0,endpoint_gt,car body,futuristic,large,comparable,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,core/data/partedit_subset/cases/synth_0047/source.png,core/data/partedit_subset/cases/synth_0047/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0047/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0047::seed_000,synth_0047,0,rk2_auto,car body,futuristic,large,comparable,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,core/data/partedit_subset/cases/synth_0047/source.png,core/data/partedit_subset/cases/synth_0047/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0047/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0047::seed_000,synth_0047,0,rk2_gt,car body,futuristic,large,comparable,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,core/data/partedit_subset/cases/synth_0047/source.png,core/data/partedit_subset/cases/synth_0047/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0047/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0048::seed_000,synth_0048,0,endpoint_auto,car body,rusted,large,comparable,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,core/data/partedit_subset/cases/synth_0048/source.png,core/data/partedit_subset/cases/synth_0048/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0048/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0048::seed_000,synth_0048,0,endpoint_gt,car body,rusted,large,comparable,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,core/data/partedit_subset/cases/synth_0048/source.png,core/data/partedit_subset/cases/synth_0048/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0048/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0048::seed_000,synth_0048,0,rk2_auto,car body,rusted,large,comparable,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,core/data/partedit_subset/cases/synth_0048/source.png,core/data/partedit_subset/cases/synth_0048/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0048/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0048::seed_000,synth_0048,0,rk2_gt,car body,rusted,large,comparable,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,core/data/partedit_subset/cases/synth_0048/source.png,core/data/partedit_subset/cases/synth_0048/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0048/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0049::seed_000,synth_0049,0,endpoint_auto,car body,neon-lit,large,comparable,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,core/data/partedit_subset/cases/synth_0049/source.png,core/data/partedit_subset/cases/synth_0049/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0049/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0049::seed_000,synth_0049,0,endpoint_gt,car body,neon-lit,large,comparable,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,core/data/partedit_subset/cases/synth_0049/source.png,core/data/partedit_subset/cases/synth_0049/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0049/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0049::seed_000,synth_0049,0,rk2_auto,car body,neon-lit,large,comparable,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,core/data/partedit_subset/cases/synth_0049/source.png,core/data/partedit_subset/cases/synth_0049/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0049/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0049::seed_000,synth_0049,0,rk2_gt,car body,neon-lit,large,comparable,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,core/data/partedit_subset/cases/synth_0049/source.png,core/data/partedit_subset/cases/synth_0049/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0049/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0050::seed_000,synth_0050,0,endpoint_auto,car hood,black,small,comparable,A racing-car at a highway,A racing-car with black car hood at a highway,core/data/partedit_subset/cases/synth_0050/source.png,core/data/partedit_subset/cases/synth_0050/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0050/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0050::seed_000,synth_0050,0,endpoint_gt,car hood,black,small,comparable,A racing-car at a highway,A racing-car with black car hood at a highway,core/data/partedit_subset/cases/synth_0050/source.png,core/data/partedit_subset/cases/synth_0050/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0050/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0050::seed_000,synth_0050,0,rk2_auto,car hood,black,small,comparable,A racing-car at a highway,A racing-car with black car hood at a highway,core/data/partedit_subset/cases/synth_0050/source.png,core/data/partedit_subset/cases/synth_0050/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0050/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0050::seed_000,synth_0050,0,rk2_gt,car hood,black,small,comparable,A racing-car at a highway,A racing-car with black car hood at a highway,core/data/partedit_subset/cases/synth_0050/source.png,core/data/partedit_subset/cases/synth_0050/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0050/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0051::seed_000,synth_0051,0,endpoint_auto,car hood,vinyl-art,small,comparable,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,core/data/partedit_subset/cases/synth_0051/source.png,core/data/partedit_subset/cases/synth_0051/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0051/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0051::seed_000,synth_0051,0,endpoint_gt,car hood,vinyl-art,small,comparable,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,core/data/partedit_subset/cases/synth_0051/source.png,core/data/partedit_subset/cases/synth_0051/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0051/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0051::seed_000,synth_0051,0,rk2_auto,car hood,vinyl-art,small,comparable,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,core/data/partedit_subset/cases/synth_0051/source.png,core/data/partedit_subset/cases/synth_0051/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0051/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0051::seed_000,synth_0051,0,rk2_gt,car hood,vinyl-art,small,comparable,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,core/data/partedit_subset/cases/synth_0051/source.png,core/data/partedit_subset/cases/synth_0051/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0051/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0052::seed_000,synth_0052,0,endpoint_auto,car hood,Digital-Camouflage,medium,comparable,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,core/data/partedit_subset/cases/synth_0052/source.png,core/data/partedit_subset/cases/synth_0052/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0052/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0052::seed_000,synth_0052,0,endpoint_gt,car hood,Digital-Camouflage,medium,comparable,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,core/data/partedit_subset/cases/synth_0052/source.png,core/data/partedit_subset/cases/synth_0052/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0052/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0052::seed_000,synth_0052,0,rk2_auto,car hood,Digital-Camouflage,medium,comparable,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,core/data/partedit_subset/cases/synth_0052/source.png,core/data/partedit_subset/cases/synth_0052/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0052/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0052::seed_000,synth_0052,0,rk2_gt,car hood,Digital-Camouflage,medium,comparable,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,core/data/partedit_subset/cases/synth_0052/source.png,core/data/partedit_subset/cases/synth_0052/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0052/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0053::seed_000,synth_0053,0,endpoint_auto,car hood,Destroyed,large,comparable,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,core/data/partedit_subset/cases/synth_0053/source.png,core/data/partedit_subset/cases/synth_0053/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0053/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0053::seed_000,synth_0053,0,endpoint_gt,car hood,Destroyed,large,comparable,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,core/data/partedit_subset/cases/synth_0053/source.png,core/data/partedit_subset/cases/synth_0053/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0053/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0053::seed_000,synth_0053,0,rk2_auto,car hood,Destroyed,large,comparable,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,core/data/partedit_subset/cases/synth_0053/source.png,core/data/partedit_subset/cases/synth_0053/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0053/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0053::seed_000,synth_0053,0,rk2_gt,car hood,Destroyed,large,comparable,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,core/data/partedit_subset/cases/synth_0053/source.png,core/data/partedit_subset/cases/synth_0053/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0053/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0054::seed_000,synth_0054,0,endpoint_auto,car hood,Rusty,small,comparable,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,core/data/partedit_subset/cases/synth_0054/source.png,core/data/partedit_subset/cases/synth_0054/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0054/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0054::seed_000,synth_0054,0,endpoint_gt,car hood,Rusty,small,comparable,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,core/data/partedit_subset/cases/synth_0054/source.png,core/data/partedit_subset/cases/synth_0054/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0054/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0054::seed_000,synth_0054,0,rk2_auto,car hood,Rusty,small,comparable,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,core/data/partedit_subset/cases/synth_0054/source.png,core/data/partedit_subset/cases/synth_0054/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0054/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0054::seed_000,synth_0054,0,rk2_gt,car hood,Rusty,small,comparable,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,core/data/partedit_subset/cases/synth_0054/source.png,core/data/partedit_subset/cases/synth_0054/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0054/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0055::seed_000,synth_0055,0,endpoint_auto,car hood,Graffiti,large,comparable,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,core/data/partedit_subset/cases/synth_0055/source.png,core/data/partedit_subset/cases/synth_0055/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0055/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0055::seed_000,synth_0055,0,endpoint_gt,car hood,Graffiti,large,comparable,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,core/data/partedit_subset/cases/synth_0055/source.png,core/data/partedit_subset/cases/synth_0055/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0055/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0055::seed_000,synth_0055,0,rk2_auto,car hood,Graffiti,large,comparable,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,core/data/partedit_subset/cases/synth_0055/source.png,core/data/partedit_subset/cases/synth_0055/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0055/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0055::seed_000,synth_0055,0,rk2_gt,car hood,Graffiti,large,comparable,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,core/data/partedit_subset/cases/synth_0055/source.png,core/data/partedit_subset/cases/synth_0055/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0055/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0056::seed_000,synth_0056,0,endpoint_auto,seat,fabric,medium,comparable,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,core/data/partedit_subset/cases/synth_0056/source.png,core/data/partedit_subset/cases/synth_0056/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0056/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0056::seed_000,synth_0056,0,endpoint_gt,seat,fabric,medium,comparable,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,core/data/partedit_subset/cases/synth_0056/source.png,core/data/partedit_subset/cases/synth_0056/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0056/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0056::seed_000,synth_0056,0,rk2_auto,seat,fabric,medium,comparable,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,core/data/partedit_subset/cases/synth_0056/source.png,core/data/partedit_subset/cases/synth_0056/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0056/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0056::seed_000,synth_0056,0,rk2_gt,seat,fabric,medium,comparable,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,core/data/partedit_subset/cases/synth_0056/source.png,core/data/partedit_subset/cases/synth_0056/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0056/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0057::seed_000,synth_0057,0,endpoint_auto,seat,plastic,large,comparable,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,core/data/partedit_subset/cases/synth_0057/source.png,core/data/partedit_subset/cases/synth_0057/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0057/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0057::seed_000,synth_0057,0,endpoint_gt,seat,plastic,large,comparable,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,core/data/partedit_subset/cases/synth_0057/source.png,core/data/partedit_subset/cases/synth_0057/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0057/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0057::seed_000,synth_0057,0,rk2_auto,seat,plastic,large,comparable,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,core/data/partedit_subset/cases/synth_0057/source.png,core/data/partedit_subset/cases/synth_0057/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0057/seed_000/img_0.jpg
