"review_uid","part","edit","source_prompt","target_prompt","source_image","candidate_image","local_edit_success_0_2","non_target_preservation_0_2","overall_prompt_adherence_0_2","visual_quality_0_2","short_note"
"item_8dcf6e54ca66","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_8dcf6e54ca66.jpg","2","2","2","2",""
"item_16fa9120092c","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_16fa9120092c.jpg","2","2","2","2",""
"item_02e68d8eb5ae","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_02e68d8eb5ae.jpg","1","1","1","2",""
"item_6f935f10f34e","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_6f935f10f34e.jpg","2","1","1","2",""
"item_fcff6e7f39c1","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_fcff6e7f39c1.jpg","2","2","2","2",""
"item_1f605579335b","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_1f605579335b.jpg","2","1","2","2",""
"item_e420aa634425","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_e420aa634425.jpg","2","1","2","2",""
"item_bf53ba3ec8e8","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_bf53ba3ec8e8.jpg","2","1","1","2",""
"item_c20b08d53e90","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_c20b08d53e90.jpg","0","1","1","2",""
"item_188b0c2170ca","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_188b0c2170ca.jpg","2","2","2","2",""
"item_27f6ffafb8f7","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_27f6ffafb8f7.jpg","1","2","1","2",""
"item_ab474d4ea707","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_ab474d4ea707.jpg","1","2","1","2",""
"item_7f009afbc03f","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_7f009afbc03f.jpg","0","2","1","2",""
"item_cf3ed229deca","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_cf3ed229deca.jpg","0","2","1","2",""
"item_e16476ceb45b","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_e16476ceb45b.jpg","1","2","2","2",""
"item_9f6ae08243e1","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_9f6ae08243e1.jpg","2","1","2","2",""
"item_1ba967993152","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_1ba967993152.jpg","2","2","2","2",""
"item_81fcd7db705b","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_81fcd7db705b.jpg","2","2","2","2",""
"item_fc3933b48fe5","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_fc3933b48fe5.jpg","2","1","1","2",""
"item_3ce36dcacd9c","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_3ce36dcacd9c.jpg","2","1","2","2",""
"item_e9a23675d8a0","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_e9a23675d8a0.jpg","2","1","1","2",""
"item_98608c53035b","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_98608c53035b.jpg","0","1","1","2",""
"item_ddf7968ee8d9","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_ddf7968ee8d9.jpg","2","1","2","2",""
"item_03776bed4827","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_03776bed4827.jpg","2","2","2","2",""
"item_cf441cdd12ef","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_cf441cdd12ef.jpg","2","2","2","2",""
"item_9e86b152216f","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_9e86b152216f.jpg","1","1","1","2",""
"item_95bf3936e4f6","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_95bf3936e4f6.jpg","2","2","2","2",""
"item_5cc2c3ba9dc0","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_5cc2c3ba9dc0.jpg","1","2","1","2",""
"item_c0da229cb879","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_c0da229cb879.jpg","1","2","1","2",""
"item_07b238c165dc","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_07b238c165dc.jpg","1","1","1","2",""
"item_5d959255efc0","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_5d959255efc0.jpg","2","1","2","2",""
"item_edd1051417fb","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_edd1051417fb.jpg","2","1","2","2",""
"item_270e05b1ff4b","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_270e05b1ff4b.jpg","2","1","2","2",""
"item_4fd34299cdc6","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_4fd34299cdc6.jpg","0","2","1","2",""
"item_ab3d068da85e","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_ab3d068da85e.jpg","0","1","1","2",""
"item_f700c5edc901","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_f700c5edc901.jpg","1","2","1","2",""
"item_aaea052e3004","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_aaea052e3004.jpg","1","1","1","2",""
"item_2547dd33e48d","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_2547dd33e48d.jpg","0","1","1","2",""
"item_3a3a77effb76","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_3a3a77effb76.jpg","1","2","2","2",""
"item_8ac1ec6de96f","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_8ac1ec6de96f.jpg","2","1","2","2",""
"item_6cfdb801282d","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_6cfdb801282d.jpg","0","1","1","2",""
"item_688d3e304786","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_688d3e304786.jpg","2","2","2","2",""
"item_d728de15c617","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_d728de15c617.jpg","1","2","1","2",""
"item_dbb5c0557222","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_dbb5c0557222.jpg","2","2","2","2",""
"item_e03ba81ac068","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_e03ba81ac068.jpg","0","0","1","2",""
